Product Name,Brand Name,Price,Rating,Reviews,Review Votes,Sentiments,neg,neu,pos,compound,review_length
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,week phone frustrated badly worked connected network work shut awhile even wifi would connect battery would die fast headphone working good know buying online get,0.0,0,0.303,0.612,0.085,-0.8176,162
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,phone described new original box phone worked perfectly easily logged onto carrier network installed sim card delivery reasonable time want new older style iphone one,0.0,1,0.0,0.673,0.327,0.8481,166
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,get service home carrier blaming apple apple blame carrier live big city happen,0.0,0,0.337,0.663,0.0,-0.6808,79
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,thanks happy product everything deliver time work perfectly,0.0,1,0.0,0.316,0.684,0.8957,59
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,awesome,0.0,1,0.0,0.0,1.0,0.6249,7
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great product good value money,0.0,1,0.0,0.175,0.825,0.8555,30
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,met surpassed expectation roundvery good buy,0.0,1,0.0,0.633,0.367,0.4404,44
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good,0.0,1,0.0,0.0,1.0,0.4404,4
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,ordered phone specifically say new description receive used phone told company would get new phone compensate never got new phone never heard back buy seller,1.0,0,0.0,1.0,0.0,0.0,157
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,expecting new device problem beggining device factory unlocked required jailbroken device never worked even voice taking several service center peru addition intended gift father end spending dollar attempted repair useless equipment,0.0,0,0.151,0.769,0.08,-0.3818,233
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,took supposedly unlocked new iphone carrier activated could used return something like returned got money back bought directly apple instead expensive worth get phone actually work,0.0,1,0.0,0.845,0.155,0.5267,180
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,never gon na buy bcs said unlocked ive spend money unlocked still dont know gon na work,0.0,0,0.0,1.0,0.0,0.0,87
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,refurbished iphone rusty damaged touch screen damaged want money follow back want totally refaund please need solution paid buy iphone g unlocked new recived iphone refurbished damaged refurbished iphone rusty damaged touch screen damaged want money follow back want totally refaund please need solution paid buy iphone g unlocked new recived iphone refurbished damaged refurbished iphone rusty damaged touch screen damaged want money follow back want totally refaund please need solution paid buy iphone g unlocked new recived iphone refurbished damaged,0.0,0,0.247,0.54,0.213,-0.8646,554
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,awesome phone work great pleased,0.0,1,0.0,0.153,0.847,0.9022,32
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,phone great shape work well unlocked able use another service could access data could use internet wifi log could send receive mm anything else would normally use data including internet yes phone line pay data took phone phone service tech said att phone data usage part phone still locked older phone great person needed att would awesome,0.0,1,0.02,0.734,0.246,0.9493,340
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,2,dont like,0.0,0,0.678,0.322,0.0,-0.2755,9
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,original iphone g year finally started dying im buying new version every time one come im someone stick good thing find love original g ordered phone work perfectly battery life exceptional happy purchase highly recommend seller,1.0,1,0.0,0.547,0.453,0.9698,228
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great phone price,0.0,1,0.0,0.328,0.672,0.6249,17
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good telephone,0.0,1,0.0,0.256,0.744,0.4404,14
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,excellent exactly described thanks,0.0,1,0.0,0.233,0.767,0.765,34
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,phone working using week,0.0,0,0.0,1.0,0.0,0.0,24
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,perfect condition,0.0,1,0.0,0.213,0.787,0.5719,17
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,,0.0,0,0.0,0.0,0.0,0.0,0
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,even nicer anticipated work great looked brand new described manufacturer part included mint condition,0.0,1,0.0,0.632,0.368,0.7906,102
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,really like much met expectation seller met promise thanks lot,0.0,1,0.0,0.467,0.533,0.7902,62
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,got phone couldnt make work matter damn thing kept saying able activate ended buy another iphone att work fine,0.0,0,0.175,0.742,0.083,-0.2439,110
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone shipped chubbiestech really good condition work exactly described unlocked cell company logo jailbroken chubbiestech nice deal look future im shopping used iphonesthe g received seems work fully including cellradio work tmobile prepay gpsa work several map application tried free offline meaning turnedoff wifi radio relied completely gpsa configuration phone also work magellan tough case batterygpsr waterproof casethe phone also work volkswagen volkswagen medium device interface mdi thing bothered test headphone connection sorry gizmo medium playbackbluetooth work phone linksup incar handsfree thingwifi work home setupitunes like phone gb total memory still carry good offline map bunch audio book play car radiooverall great buy dont use daily phone use treo leave car phone good,0.0,1,0.07,0.743,0.187,0.9606,793
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,said unlocked wasnt owner nice enough return item future discount,0.0,0,0.206,0.794,0.0,-0.3252,65
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,cellphone wad unlocked tried many time different sim card tech support could unlock wanted return today saw return window closed yesterday file chargeback,0.0,1,0.0,0.891,0.109,0.4019,154
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone working good phone initially accept charge found cable power adapter bought new cable autozone power adapter walmart fix problem worked mark phone imply brand new one guess may used one packaging label also indicated original packaging way phone ok get another newer version basically feature working good buy phone trust cable power adapter imj,0.0,1,0.04,0.717,0.242,0.91,351
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone came sealed sign usage way checked apple store told sold store u year ago warranty expired kind take care phone would good choice,0.0,1,0.0,0.678,0.322,0.8591,135
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great phone bought daughter love assigned straight talk service work great,0.0,1,0.0,0.329,0.671,0.936,74
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,wasnt sure buy used phone online know could potentially lot issuesgot phone worked like charm issue,0.0,1,0.097,0.645,0.258,0.5003,99
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,asked iphone g factory unlocked sent locked iphone g really help countryi feel cheated supplier psxprobe careful supplierfinally pay dollar return product mistakenly sent mebe careful selecting supplier shopping,0.0,0,0.202,0.616,0.182,-0.1796,211
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,phone new new disgusting smelling body established fee old phone apparently returned reason marriage unstable network standby mode received call disappointment moreover gift end throw away dollar,0.0,0,0.262,0.655,0.083,-0.743,195
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,heard lot iphones always wanted one always found current generation kinda pricey bought trial iphone charged basic setting saw iphone adherent rave im impressed already looking buy g,0.0,1,0.06,0.836,0.104,0.3182,182
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,2,think returning item first clear new phone look like new accesories original battery phone last little,1.0,1,0.0,0.637,0.363,0.7506,102
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,like stuff think buy gon na love like thing price shipping fix happy next time,0.0,1,0.0,0.46,0.54,0.9169,78
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,military extremely difficult get company send iphones overseas company provided service u belgium week phone described however volume low make difficult hear kind ringtones alert etc contact company see possibly replacing one,0.0,0,0.196,0.662,0.143,-0.27,225
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,battery work good work hour thing ok,0.0,1,0.0,0.495,0.505,0.6249,36
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,phone delivered good condition gifted friend worst nightmare complaining display color changed odd color speaker gone time would recommend one buy form seller,0.0,1,0.243,0.503,0.254,0.1027,158
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,little issue first sorted worked fine good phone decent price problem would recommend,0.0,1,0.143,0.476,0.381,0.5423,85
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,iphone arrived quickly completely new along headphone chargerjust like described adi extremely satisfied purchase,0.0,1,0.0,0.682,0.318,0.6801,113
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,good condition didnt usb charger hoping overall nice since im first time apple user,0.0,1,0.123,0.578,0.299,0.5216,83
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,far good window must clean first,0.0,1,0.0,0.417,0.583,0.6808,32
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,good,0.0,1,0.0,0.0,1.0,0.4404,4
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,nice time,0.0,1,0.0,0.263,0.737,0.4215,9
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great phone work perfectly,0.0,1,0.0,0.194,0.806,0.8519,26
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,phone great unfortunately chargercable functioning properly appears original packaging hard tell sure still awesome phone,1.0,1,0.148,0.352,0.5,0.875,121
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,outstanding son love phone thank u buy,0.0,1,0.0,0.219,0.781,0.8934,38
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good product recommend,0.0,1,0.0,0.156,0.844,0.6597,22
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,unlocked didnt work,0.0,0,0.0,1.0,0.0,0.0,19
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,sent niece africa love,0.0,1,0.0,0.417,0.583,0.6369,22
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great phone install skype voxox better skype phone run voxox,0.0,1,0.0,0.533,0.467,0.7906,60
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,great phone use instead ipod bc need multiple office ipod need pandora another app run music officeits little slow cant get latest software otherwise price good phone bought,0.0,1,0.0,0.788,0.212,0.7906,173
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,delivered expectation,0.0,0,0.0,1.0,0.0,0.0,21
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,sent phone guyana worked well,0.0,1,0.0,0.656,0.344,0.2732,29
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,excellent choice,0.0,1,0.0,0.213,0.787,0.5719,16
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,exelente,0.0,0,0.0,1.0,0.0,0.0,8
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,perfect happy product,0.0,1,0.0,0.119,0.881,0.8126,21
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,great phone buck software update limited limited basic apps downloads,0.0,1,0.255,0.47,0.275,0.3182,69
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,satisfied every aspect purchase including seller customer service,0.0,1,0.0,0.714,0.286,0.4215,65
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,didnt work screen blank disappointing,0.0,0,0.444,0.556,0.0,-0.4939,37
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,2,purchased iphone g cydia software themwhich mean jailbroken factory unlocked purchased phone look new know jailbroken bc wont show io version phone hmmmm,0.0,0,0.0,1.0,0.0,0.0,153
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,problem phone general good condition recommend every body contact seller first buying ensure full functionality future device device selling used able operation money expended repair device could bought new one,0.0,1,0.074,0.708,0.218,0.6486,210
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone brilliant money paying voice clarity everything look good problem headset totally waste buy new one,1.0,1,0.221,0.42,0.359,0.5584,105
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,phone work great issue connected phone att test dr next trip believe claro choice dr since orange operates different band give g claro able provide g according spec far phone work great factory unlocked,0.0,1,0.0,0.785,0.215,0.8481,202
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,used iphone today hear headphone work fine also speaker phone asked phone technician said something wrong phone problem israel phone june shall dodr david naveh,0.0,0,0.196,0.743,0.061,-0.6124,160
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,good afternoonestimatespure mobilitybecause apple iphone g gb black factory unlocked jailbroken order software update asked lock ime recognize sim lost indicate release team distribute unlocked would like give feedback use venezuelamail carlosgolosinahotmailcom,0.0,1,0.064,0.784,0.151,0.4767,261
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,received phone expected happy enjoy well would recommend company anyone looking get good phone good price charger wouldve perfect knew didnt come one ordered surprise happy purchase thank mobile spree,0.0,1,0.0,0.406,0.594,0.9805,200
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone working great husband like never apple phone even older model work good,0.0,1,0.0,0.513,0.487,0.8591,77
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,received phone original box definitely genuine stopped working ten day really careful use receive signal wish bought supplier buy would disappointed,1.0,1,0.169,0.507,0.324,0.5563,148
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,say came factory unlocked however iphone died faster among far lasted month normal use wouldnt recommend since buy new one three month,0.0,0,0.222,0.778,0.0,-0.6917,134
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,loved phone work perfectly scrashes finger print little trouble battery though great apple phone,0.0,1,0.098,0.406,0.496,0.8955,96
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,iphone claimed new unopened yet iphone visibly used screen dirty edge crusted dirt charger quality entire purchase poor bought iphone fine yet following iphones bad dont even deserve claimed iphonesdo purchase phone themit even worth returning,1.0,0,0.261,0.658,0.081,-0.8481,243
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,using phone two week home button working anymore plugged power cable charginga little expensive two week cell phone,0.0,0,0.0,1.0,0.0,0.0,115
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,get money g capable first apple phone till pretty satisfied,0.0,1,0.0,0.411,0.589,0.8225,59
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,got two iphones none working fine battering weak unable return one month old,1.0,0,0.29,0.71,0.0,-0.5411,76
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,review dad bought phone lasted month battery would hold charge long replaced battery replacement kit phone work person done iphone worked fine would buy seller return day come time buying entire new phone every year battery dy cant change easily like phone planet except iphone need switch smart phone dad wont stop buying iphones waste money inherently immoral company know buy new phone addict brand consumerism,5.0,0,0.132,0.783,0.085,-0.5511,413
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,dont buy camera work went apple store dont even fix g camera got stuck,0.0,0,0.143,0.857,0.0,-0.25,70
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,dont buy phone able use anywhere planet phone locked specific carrier wanted another iphone travel phone use happy checked going trip certainly returning,0.0,1,0.0,0.775,0.225,0.7269,153
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,everything went completely well order beyond satisfied recommend guy one hundred percent sure xoxo,0.0,1,0.0,0.391,0.609,0.9184,98
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,got grand daughter really like started using imediatly thank,0.0,1,0.0,0.42,0.58,0.807,60
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,got locked phone called said oh sorry knew problem sent anyway wtf keep removing neg post ask evaluate sale really,1.0,0,0.315,0.685,0.0,-0.7783,114
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,item purchased listed new product condition thirdparty vendor ross cellular fulfillment completed amazoncom amazon prime availabilitythe item arrived day late due federal holiday mlk day added two extra day delivery timeupon inspecting item quickly discovered box original box appeared dent corner clearly opened phone appeared used plastic wrapping taped around phone removable adhesive wrapping left trace device required cleaning afterwards contacted apple verified device already use since meaning ross cellular sold used device despite originally listing new disappointed please reconsider future purchase vendor ross cellular,7.0,1,0.033,0.842,0.125,0.765,631
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,work month went apple store told could fixed bought another phone,2.0,0,0.0,1.0,0.0,0.0,65
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,ordered used iphone amazon warehouse hesitant didnt know expect although second order warehouse iphone came time far exceeded expectation looked brand new mark scratch original box accessory able validate apple update io happy got iphone discounted price thanks hard worker amazon warehouse lexington kentucky,3.0,1,0.062,0.643,0.294,0.891,309
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,like phone much working fine planning buy good deal,2.0,1,0.0,0.455,0.545,0.7351,51
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,wife happy everybody happy cant say thing arriss motorola bought kumbee inc unit suck sending back cant win em,0.0,1,0.21,0.529,0.261,0.3459,110
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,telephone appeared newthe phone work great sim easy install transfer happy,2.0,1,0.0,0.428,0.572,0.8934,74
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,got phone damaged screen fault showed apple store said tht phone tampered u refurbished,1.0,0,0.337,0.663,0.0,-0.6808,87
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,ordered used iphone came time unlocked updated exact condition listed issue phone compared price new used iphones great buy would buy seller,2.0,1,0.0,0.837,0.163,0.6249,140
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,phone charge properly seems like use onealso phone look like fake one box seems fake,0.0,0,0.279,0.495,0.225,-0.296,84
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,wish would bought front view camera yet like,0.0,1,0.0,0.536,0.464,0.6369,44
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,one speaker didnt work think said jailbroken wasnt,0.0,0,0.0,1.0,0.0,0.0,50
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,one month using roll good,0.0,1,0.0,0.58,0.42,0.4404,25
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,excelent,0.0,0,0.0,1.0,0.0,0.0,8
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone working good love dis iphone put sim card thats working great im trinidad tobago problam love,0.0,1,0.0,0.458,0.542,0.9468,99
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,iphone work great bought wife us regularly able install lot apps communicate much better,0.0,1,0.0,0.632,0.368,0.7906,88
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good,0.0,1,0.0,0.0,1.0,0.4404,4
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,nicee,0.0,0,0.0,1.0,0.0,0.0,5
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good,0.0,1,0.0,0.0,1.0,0.4404,4
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,goog,0.0,0,0.0,1.0,0.0,0.0,4
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,work cell phone wanted inexpensive way unlimited talktext brother phone plan new highly refurbished iphone work fantastic happy,2.0,1,0.0,0.687,0.313,0.8074,127
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,good team arrives damaged charger,0.0,0,0.33,0.341,0.33,0.0,33
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good seller thank,0.0,1,0.0,0.156,0.844,0.6597,17
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,awesome,0.0,1,0.0,0.0,1.0,0.6249,7
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,yes excellent easy handling phone like built battery sim card secure application easy use download apple page,0.0,1,0.0,0.391,0.609,0.9442,109
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great product happy purchace,0.0,1,0.0,0.204,0.796,0.8316,28
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,garbage white screen doesnt want turn lasted month worth used calling messaging,0.0,1,0.093,0.762,0.145,0.1724,79
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,ok,0.0,1,0.0,0.0,1.0,0.296,2
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,paid phone received pay another hundred buck fix screen unlock itdo recomend,1.0,0,0.113,0.887,0.0,-0.1027,76
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,great product work costumer support outstanding item arrived schedule perfect condition congratulation company,0.0,1,0.0,0.303,0.697,0.9607,110
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,good price entry level iphone fast reliable work tmobile sim pre pay month unlimited datacool,1.0,1,0.081,0.751,0.168,0.3612,93
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,2,phone came scratch anything could tell used knew ordered know power button volume bottons work wasnt going receive everything picture item came wall plub usb adaptor bought usb adaptor wall plug work box headphone charger come unlocked though worked perfectly straighttalk wireless currently using assistive touch button make phone work basically dy im near computer adaptor purchased im screwed,1.0,1,0.05,0.885,0.065,0.25,395
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,expecting shipped soon worried experience issue posted review page customer wish mine good far,0.0,1,0.117,0.585,0.298,0.5267,94
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,use existing payasyougo sim card perfect skype call camera face time netflix angry bird cloud storage capability,0.0,1,0.15,0.682,0.168,0.1027,112
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,knowing phone actualy old market love gorgeous want start used,0.0,1,0.0,0.424,0.576,0.8591,62
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,4,phone unlocked sim card work withou problem overall condition good little scratch phone front back,1.0,1,0.145,0.699,0.156,0.0516,98
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,nice iphone g good price good condition ready use unlocked use cellphone company,3.0,1,0.0,0.419,0.581,0.8779,80
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,2,product plastic module hold sim card sealed scratch cornersi disappointed company,3.0,0,0.237,0.763,0.0,-0.4767,81
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,factory unlocked gsm work well good option younger brother girlfriend whomevercame original box complete,8.0,1,0.0,0.601,0.399,0.743,104
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,ordered used iphone came time unlocked updated exact condition listed issue phone compared price new used iphones great buy would buy seller,11.0,1,0.0,0.837,0.163,0.6249,140
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,really brand new factory unlocked iphone g issue nice great phone,14.0,1,0.0,0.537,0.463,0.7845,65
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,2,surprised notice still need phone restored using paid restored unlocked according specialist word battery good need charge twice day even though used would recommend anybody buy,63.0,1,0.0,0.634,0.366,0.8779,177
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,bought set one ok another one working properly slide workingthe keyboard working properly,1.0,1,0.0,0.845,0.155,0.296,89
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,first smart phone im pleased able exchange phone promptly ear receiver operating recommend seller helpful receptive,1.0,1,0.0,0.524,0.476,0.872,115
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,good condition phone g good model problem thanks,1.0,1,0.188,0.208,0.604,0.7184,48
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,3,phone ordered unlock came locked serve purpose ordered,0.0,0,0.0,1.0,0.0,0.0,54
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,mine came broken screen popped throw away day,0.0,0,0.307,0.693,0.0,-0.4767,45
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,even feel fantastic hand great phone,1.0,1,0.0,0.216,0.784,0.8979,36
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,excellent replacement phone,1.0,1,0.0,0.351,0.649,0.5719,27
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,worst seller phone never work keep coming min cut contact sell say sometime unfortunatly happen sometime may bad battery cant anything sorry loose furter,0.0,0,0.304,0.596,0.1,-0.8184,153
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,5,look great,1.0,1,0.0,0.196,0.804,0.6249,10
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,Apple,33.0,1,bought long time go g iphone unlocked locked could never unlock put trash,0.0,0,0.0,1.0,0.0,0.0,73
